Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2017-01-03,,,,,0.109375,108.046875,0.0,0.0
2017-01-04,,,,,0.015625,108.03125,0.0,0.0
2017-01-05,,,,,0.1171875,108.1484375,0.0,0.0
2017-01-06,,,,,0.078125,108.0703125,0.0,0.0
2017-01-09,,,,,0.0625,108.1328125,0.0,0.0
2017-01-10,,,,,0.015625,108.1171875,0.0,0.0
2017-01-11,,,,,0.0078125,108.125,0.0,0.0
2017-01-12,,,,,0.0078125,108.1171875,0.0,0.0
2017-01-13,,,,,0.0078125,108.109375,0.0,0.0
2017-01-17,,,,,0.0859375,108.1953125,0.0,0.0
2017-01-18,,,,,0.0703125,108.125,0.0,0.0
2017-01-19,,,,,0.0625,108.0625,0.0,0.0
2017-01-20,,,,,0.046875,108.109375,0.0,0.0
2017-01-23,,,,,0.09375,108.203125,0.0,0.0
2017-01-24,,,,,0.1171875,108.0859375,0.0,0.0
2017-01-25,,,,,0.0703125,108.015625,0.0,0.0
2017-01-26,,,,,0.046875,108.0625,0.0,0.0
2017-01-27,,,,,0.0234375,108.0859375,0.0,0.0
2017-01-30,,,,,0.0078125,108.078125,0.0,0.0
2017-01-31,,,,,0.0234375,108.1015625,0.0,0.0
2017-02-01,,,,,,108.1015625,0.0,0.0
2017-02-02,,,,,0.0078125,108.109375,0.0,0.0
2017-02-03,,,,,0.015625,108.09375,0.0,0.0
2017-02-06,,,,,0.1171875,108.2109375,0.0,0.0
2017-02-07,,,,,0.015625,108.1953125,0.0,0.0
2017-02-08,,,,,0.0546875,108.25,0.0,0.0
2017-02-09,,,,,0.078125,108.171875,0.0,0.0
2017-02-10,,,,,0.03125,108.140625,0.0,0.0
2017-02-13,,,,,0.0234375,108.1171875,0.0,0.0
2017-02-14,,,,,0.0859375,108.03125,0.0,0.0
2017-02-15,,,,,0.0625,107.96875,0.0,0.0
2017-02-16,,,,,0.09375,108.0625,0.0,0.0
2017-02-17,,,,,0.0625,108.125,0.0,0.0
2017-02-21,,,,,0.0078125,108.1328125,0.0,0.0
2017-02-22,,,,,0.015625,108.1484375,0.0,0.0
2017-02-23,,,,,0.0625,108.2109375,0.0,0.0
2017-02-24,,,,,0.1171875,108.328125,0.0,0.0
2017-02-27,,,,,0.1171875,108.2109375,0.0,0.0
2017-02-28,,,,,0.0078125,108.203125,0.0,0.0
2017-03-01,,,108.15625,108.15625,0.15625,108.046875,0.0,0.0
2017-03-02,,,,,0.0703125,107.9765625,0.0,0.0
2017-03-03,,,,,0.03125,108.0078125,0.0,0.0
2017-03-06,,,,,0.0078125,108.0,0.0,0.0
2017-03-07,,,,,0.0390625,107.9609375,0.0,0.0
2017-03-08,,,,,0.0546875,107.90625,0.0,0.0
2017-03-09,,,,,0.0234375,107.8828125,0.0,0.0
2017-03-10,,,,,0.03125,107.9140625,0.0,0.0
2017-03-13,,,,,0.03125,107.8828125,0.0,0.0
2017-03-14,,,,,0.0078125,107.875,0.0,0.0
2017-03-15,,,,,0.1484375,108.0234375,0.0,0.0
2017-03-16,,,,,0.0234375,108.0,0.0,0.0
2017-03-17,,,,,0.015625,108.015625,0.0,0.0
2017-03-20,,,,,0.046875,108.0625,0.0,0.0
2017-03-21,,,,,0.046875,108.109375,0.0,0.0
2017-03-22,,,,,0.0234375,108.1328125,0.0,0.0
2017-03-23,,,,,0.0078125,108.140625,0.0,0.0
2017-03-24,,,,,0.0234375,108.1640625,0.0,0.0
2017-03-27,,,,,,108.1640625,0.0,0.0
2017-03-28,,,,,0.0546875,108.109375,0.0,0.0
2017-03-29,,,,,0.0546875,108.1640625,0.0,0.0
2017-03-30,,,,,0.015625,108.1484375,0.0,0.0
2017-03-31,,,,,0.0390625,108.1875,0.0,0.0
2017-04-03,,,108.0546875,108.0546875,0.0703125,108.1171875,0.0,0.0
2017-04-04,,,,,0.015625,108.1015625,0.0,0.0
2017-04-05,,,108.0859375,108.0859375,,108.1015625,0.0,0.0
